category,name,addr,tel
우리집앞영어교실,창원전안캠퍼스,경남 창원시 마산회원구 내서읍 광려로41 315호(청남우노프라자),010-2562-4996
우리집앞영어교실,창원진동,경남 창원시 마산합포구 진동면 진북산업로58 108동 406호(한일유앤아이아파트),010-6685-4215
우리집앞영어교실,한일타운4차,"경남 창원시 마산회원구 양덕서로 45 (양덕동, 한일타운4차아파트)405동 202호",010-9979-7760
우리집앞영어교실,한림리츠빌,경남 창원시 진해구 풍호로68 102동 206호(한림리츠빌아파트),010-2806-3381
우리집앞영어교실,한림풀에버,경남 진주시 소호로39 131동 301호(한림풀에버) 윤선생우리집앞영어교실,010-6657-6253
우리집앞영어교실,김해어방,경남 김해시 활천로180 3층 (어방동),--
우리집앞영어교실,양산교동,경남 양산시 회현1길48 103호(일동미라주아파트 상가),055-387-0387
우리집앞영어교실,함안가야,경남 함안군 가야읍 함안대로578,010-9008-6334
우리집앞영어교실,현동중흥2차,경남 창원시 마산합포구 현동9길14 201동 201호(중흥S클래스프라디움2차),010-4075-8181
웰스터디,웰스터디진주,경남 진주시 하대로34번길11-30 1층,055-755-4533
웰스터디,웰스터디진해,경남 창원시 진해구 석동로71 201호,055-547-2020
웰스터디,웰스터디창원남부,"경남 창원시 성산구 가음로13번길21 201,202호(동우상가)",055-266-7777
웰스터디,웰스터디창원서부,경남 창원시 의창구 팔용로428 605호(드림피아),055-298-4664
웰스터디,웰스터디창원중앙,경남 창원시 의창구 읍성로89번길15 3층,055-238-8004
웰스터디,웰스터디통영,경남 통영시 죽림2로75 603호(에버그린빌딩),055-647-0594
웰스터디,웰스터디김해서,경남 김해시 장유로 232501-1호 (코아상가),055-325-8387
웰스터디,웰스터디진주평거,경남 진주시 평거로40번길 8 (평거동)4층,055-832-0540
웰스터디,웰스터디김해,경남 김해시 삼계중앙로29 4층(일송프라자),055-328-2020
웰스터디,웰스터디마산메트로,경남 창원시 마산합포구 허당로 66 (산호동)1층 ,055-222-3434
웰스터디,웰스터디마산중리,경남 창원시 마산회원구 내서읍 광려천북로184-1 403호(지팝프라자),055-232-6008
웰스터디,웰스터디마산중앙,경남 창원시 마산합포구 월영마을로 52203호(현대2차@상가),055-248-7771
웰스터디,웰스터디양산,경남 양산시 물금읍 동중1길 5 (무궁화약국)3층 303호,055-365-0594
웰스터디,웰스터디거제,"경남 거제시 중곡로 40311,312호(덕산베스트타운)",055-632-1530
웰스터디,웰스터디창원,경남 창원시 성산구 원이대로682번길10 901호 (하버드),055-266-7777
스마트랜드,통합창원,경남 창원시 의창구  팔용로 428드림피아 605호,010-6644-4664
베이직,베이직 제1센터,경남 창원시 의창구 읍성로89번길 15 (소답동)3층,055-238-8004
베이직,베이직 제15센터,"경남 창원시 의창구 팔용로 428 (팔용동, 드림피아)605호",055-298-4664
스마트랜드,진해,"경남 창원시 진해구  충장로 147301호(여좌동, 헤븐하임)",010-4946-9299
IGSE아카데미,IGSE창원동읍,경남 창원시 의창구 동읍 의창대로854 402호(동읍빌딩),055-293-0588
IGSE아카데미,IGSE창원안민,경남 창원시 성산구 안민로117번길9 301호(풍전빌딩),055-261-9965
IGSE아카데미,IGSE창원서부,경남 창원시 의창구 팔용로428 605호(드림피아),055-298-4664
IGSE아카데미,IGSE창원사파,경남 창원시 성산구 동산로156 3층 1호(삼익상가),055-261-0586
IGSE아카데미,IGSE창원반림,경남 창원시 성산구 반송로148-9 608호(아이필프라자),055-266-0571
IGSE아카데미,IGSE거제아주,경남 거제시 아주2로111 1층,055-682-2346
IGSE아카데미,IGSE창원대원,경남 창원시 의창구 대원로33번길19 403호 (대원프라자),055-277-0399
베이직,베이직 제2센터,"경남 거제시 중곡로 46 (고현동)20동 311,312(덕산베스트타운)",055-632-1530
IGSE아카데미,IGSE창원남양,"경남 창원시 성산구 가음로13번길21 201,202호(동우빌딩)",055-266-7777
IGSE아카데미,IGSE창원가음,경남 창원시 성산구 원이대로883번길15-24 5층 2호,055-275-0575
IGSE아카데미,IGSE양산석산,경남 양산시 동면 금오13길54 5층,055-388-3870
IGSE아카데미,IGSE양산물금,경남 양산시 물금읍 범어로64 403호(한양프라자),055-387-0555
IGSE아카데미,IGSE양산남부,경남 양산시 양주로42 303호(한울빌딩),055-366-4069
IGSE아카데미,IGSE양산가촌,경남 양산시 물금읍 물금로96-17 203호(에코타워),055-372-2272
IGSE아카데미,IGSE진주초전,경남 진주시 초장로14번길16-28 4층,
IGSE아카데미,IGSE김해진영,경남 김해시 진영읍 장등로19번길41 603호(유니온빌딩),055-346-3040
IGSE아카데미,IGSE마산삼계광려,경남 창원시 마산회원구 내서읍 삼계5길17 2층,055-231-6650
IGSE아카데미,IGSE거제옥포,경남 거제시 성산로9,055-688-6321
IGSE아카데미,IGSE마산구암,"경남 창원시 마산회원구 구암남14길8, 302호 (구암대동타운 주상가)",055-252-4500
베이직,베이직 제11센터,"경남 창원시 성산구 가음로13번길 21 (남양동, 동우상가)201,202호(동우상가)",055-266-7777
IGSE아카데미,IGSE마산양덕,경남 창원시 마산회원구 양덕서8길9 501호(한일빌딩),055-253-0123
윤선생영어교실,교실경산,경북 경산시 경산로7길14,053-985-5100
윤선생영어교실,교실김천율곡,경북 김천시 혁신1로75 203호 (파크드림씨티 써밋),054-436-0594
윤선생영어교실,교실김천신음서부,경북 김천시 시청로113 3층,054-437-0579
윤선생영어교실,교실김천,경북 김천시 부곡맛고을6길20-22 2층,010-7280-4322
윤선생영어교실,교실안동,경북 안동시 합전2길33 3층,054-841-2231
윤선생영어교실,교실성주,경북 성주군 성주읍 성주읍4길3-2,054-931-7931
윤선생영어교실,교실영주,경북 영주시 선비로266,054-631-4640
윤선생영어교실,교실영천,경북 영천시 최무선로183-6,054-331-4477
윤선생영어교실,교실상주,경북 상주시 상산로197,054-536-0055
윤선생영어교실,교실포항서부,경북 포항시 북구 양덕남로61 2층,054-255-6005
윤선생영어교실,교실문경,경북 문경시 돈달로6 2층,054-555-0579
윤선생영어교실,교실구미도량,경북 구미시 도봉로7 401호(골든프라자),054-444-8555
윤선생영어교실,교실경주남부,경북 경주시 현곡면 안현로58 2층,054-777-6000
윤선생영어교실,교실구미인동,경북 구미시 인동13길28 1층 C-2호,054-475-0505
윤선생영어교실,교실포항남부,경북 포항시 남구 효자동길6번길25 (효자동) 2층,054-255-0505
영어숲,숲구미,경북 구미시 백산로68 3층 301호,054-455-4333
영어숲,숲구미도량,경북 구미시 도봉로7 401호(골든프라자),054-444-8555
영어숲,숲구미도량야은,경북 구미시 송동로7길31-6 13/1,054-443-1007
영어숲,숲구미신옥계,경북 구미시 옥계북로26 4층,054-476-0540
영어숲,숲구미옥계,경북 구미시 흥안로2길5-1 3층,054-471-0353
영어숲,숲구미인의,경북 구미시 인동13길28,054-473-0503
영어숲,숲구미형일,경북 구미시 형곡로80 3층,054-455-9885
영어숲,숲김천,경북 김천시 부곡맛고을6길20-22 2층,054-437-7775
영어숲,숲김천교동,경북 김천시 교동택지1길3,054-437-0594
영어숲,숲김천동부,경북 김천시 체육공원길26,054-433-3444
영어숲,숲김천신음,경북 김천시 신음새동네길74 3층,054-437-0505
영어숲,숲김천혁신,경북 김천시 혁신4로61 4층(윤선생영어숲),054-435-0542
영어숲,숲상주남성,경북 상주시 상산로197,054-535-8400
영어숲,숲상주성동,경북 상주시 성동1길99,054-532-2020
영어숲,숲상주중앙,경북 상주시 중앙로177-24,054-536-9700
영어숲,숲성주,경북 성주군 성주읍 성주읍4길3-2,054-931-7931
영어숲,숲영덕,경북 영덕군 영덕읍 덕곡길105 3층,054-734-2056
영어숲,숲영주남산,경북 영주시 구성로142번길7,054-636-0575
영어숲,숲영천동부,경북 영천시 언하공단로86,054-336-0579
영어숲,숲예천,경북 예천군 예천읍 맛고을길19,054-654-6457
영어숲,숲왜관,경북 칠곡군 북삼읍 북삼로8길5 2층,054-974-7060
영어숲,숲울진,경북 울진군 울진읍 읍내8길17-3 2층,054-783-2960
영어숲,숲울진영해,경북 영덕군 영해면 예주길98,054-734-0594
영어숲,숲의성,경북 의성군 의성읍 중앙길83,054-833-0582
영어숲,숲청도,경북 청도군 청도읍 청화로144  3층,054-371-6224
영어숲,숲칠곡석적,경북 칠곡군 석적읍 서중리1길52 3층,054-976-0594
영어숲,숲포항오천,경북 포항시 남구 오천읍 남원로73 3층,054-292-9505
영어숲,숲포항이동,경북 포항시 남구 대이로137-1 3층,054-272-1993
영어숲,숲울진죽변,경북 울진군 죽변면 죽변북로31 2층,054-781-5333
영어숲,숲구미인동,경북 구미시 인동38길15-14 2층,054-475-0505
영어숲,숲포항양학,경북 포항시 북구 양학로72 4층,054-273-3690
영어숲,숲경산,경북 경산시 경산로47 3층(서부빌딩),053-814-5709
영어숲,숲경산사동,경북 경산시 백양로33길15 2층(그린빌딩),053-802-0576
영어숲,숲경산신대,경북 경산시 압량면 압독3로30 2층(경산코아루상가),053-817-0579
영어숲,숲경산정평,경북 경산시 대학로12길23 4층,053-813-0594
영어숲,숲경산중앙,경북 경산시 중앙로45 2층,053-811-0579
영어숲,숲경주,경북 경주시 용담로92번길53 2층,054-774-9800
영어숲,숲경주남부,경북 경주시 현곡면 안현로58,054-777-6000
영어숲,숲경주안강,경북 경주시 안강읍 구부랑4길4 2층,054-763-3100
영어숲,숲경주용강,경북 경주시 다불로11 3층,054-745-3752
영어숲,숲경주충효,경북 경주시 충효중앙길23,054-774-9905
영어숲,숲경주황성공원,경북 경주시 소금강로25번길12 2층,054-745-3750
영어숲,숲고령,경북 고령군 대가야읍 쾌빈3길18,054-954-0594
우리집앞영어교실,구미사곡,경북 구미시 상사동로22길11-5 2층,054-463-0533
우리집앞영어교실,구미봉곡이편한,"경북 구미시 봉곡로24길3 , 상가104동 지하1층 108호(봉곡동, 영남네오빌시티)",010-7735-6567
우리집앞영어교실,구미도량롯데캐슬,경북 구미시 문장로105 도량롯데캐슬골드파크 상가 205-6호(도량동),010-8957-2358
우리집앞영어교실,구미임은삼도,"경북 구미시 왕산로28-12 102동 805호(임은동, 구미 임은 삼도뷰엔빌W)",010-5400-1246
우리집앞영어교실,구미효성해링턴,"경북 구미시 신비로100 101동 402호(공단동, 강변효성해링턴)",010-7272-7437
우리집앞영어교실,구미문성자이,경북 구미시 고아읍 문성로 20108동 202호 (문성파크자이),010-2786-9966
우리집앞영어교실,구미봉곡,경북 구미시 봉곡서로5길 211층 (봉곡동),010-9493-0625
우리집앞영어교실,구미봉곡아이파크,"경북 구미시 봉곡남로20길15, 201동 306호 (봉곡동, 봉곡2차아이파크)",010-8340-6615
우리집앞영어교실,구미우미린풀하우스,경북 구미시 산동면 신당인덕3로1 106동 201호(우미린풀하우스),010-4009-0594
우리집앞영어교실,구미중흥S클래스,경북 구미시 해마루공원로80 108동 803호(구미옥계중흥S클래스) ,010-2439-5648
우리집앞영어교실,구미중흥에코씨티,"경북 구미시 산동면 신당인덕1로135, 1020동 605호 (중흥에스-클래스에코시티)",010-8220-2566
우리집앞영어교실,김천덕일한마음,경북 김천시 아포읍 한지2길64-9 105동 410호(아포덕일한마음아파트),010-2715-1931
우리집앞영어교실,김천혁신농소,"경북 김천시 해오름1로31, 106호 (율곡동, 김천혁신도시 이지더원아파트 상가)",010-6682-2726
우리집앞영어교실,도청센트럴,"경북 예천군 호명면 행복로229, 508동 801호(경북도청신도시우방아이유쉘센트럴)",010-4812-2489
우리집앞영어교실,포항두호초,경북 포항시 북구 두호로43 3층,010-8844-8611
우리집앞영어교실,포항양덕,"경북 포항시 북구 천마로123 , 303동 102호 (양덕동, 양덕삼구트리니엔3차)",010-4262-1007
우리집앞영어교실,포항우현,"경북 포항시 북구 우창동로80 , 112동 204호 (우현동)",010-3824-4510
우리집앞영어교실,포항초곡삼구,경북 포항시 북구 흥해읍 초곡지구로58번길52 132동 214호 (초곡삼구트리니엔 시티),--
우리집앞영어교실,문성,경북 구미시 고아읍 들성로 119-13103호,010-4393-7470
우리집앞영어교실,상모한신,"경북 구미시 박정희로76, 123동 106호 (상모동, 상모한신휴플러스)",010-4811-2255
우리집앞영어교실,석적부영,경북 칠곡군 석적읍 북중리3길 692층,054-977-2722
우리집앞영어교실,흥해,경북 포항시 북구 흥해읍 동해대로1586번길 31 (영남진달래아파트)101동 113호,054-614-0595
우리집앞영어교실,안동용상,"경북 안동시 길주길73, C동 103호 (용상동)",010-8757-5165
우리집앞영어교실,경산백천,경북 경산시 경청로218길10-6 1층,010-2543-8669
우리집앞영어교실,경산중산,"경북 경산시 펜타힐즈2로45, 207호 (중산동)",010-3032-5094
우리집앞영어교실,경주동천,경북 경주시 동천로28번길11,054-742-7997
우리집앞영어교실,경주현곡푸르지오,"경북 경주시 현곡면 새안현로23, 104동 301호 (현곡푸르지오1차)",010-5129-1014
우리집앞영어교실,경주황성,"경북 경주시 유림로23, 301동 2층 204호 (황성동, 황성KCC스위첸)",010-9756-9701
우리집앞영어교실,예천호명,"경북 예천군 호명면 양지로55, 상가동 101호(경북도청모아엘가에듀파크)",010-4409-9379
우리집앞영어교실,왜관,경북 칠곡군 왜관읍 구상길201,010-4458-1520
우리집앞영어교실,원호한누리,"경북 구미시 고아읍 문장로22길40, 204동 206호 (원호한누리타운2단지)",010-6599-2167
우리집앞영어교실,구미상모,"경북 구미시 상모로68 1층(상모동, 세정빌딩)",010-5036-9505
우리집앞영어교실,구미산동골드클래스,"경북 구미시 산동면 신당3로43, 111동 403호 (골드클래스)",010-7572-0594
우리집앞영어교실,안동이안,"경북 안동시 송현길23, 205호(송현동, 이안아파트상가동)",010-5493-4002
우리집앞영어교실,안동자이,"경북 안동시 배움길72, 2층 (당북동)",054-855-6662
우리집앞영어교실,영천한신더휴퍼스트,경북 영천시 망정1길171 103동 904호(한신더휴영천퍼스트),010-6554-4680
우리집앞영어교실,용흥우방,경북 포항시 북구 대안길44 122동 306호(우방타운아파트),010-5056-1403
우리집앞영어교실,옥계e편한,"경북 구미시 산호대로39길 25110동 101호(옥계동, 구미옥계 e-편한세상)",010-5112-8627
웰스터디,웰스터디김천율곡,"경북 김천시 혁신1로 75 (율곡동, 파크드림씨티 써밋)203호",054-436-0594
웰스터디,웰스터디문경,경북 문경시 돈달로 6 (모전동)6,054-555-0579
웰스터디,웰스터디상주,경북 상주시 상산로197,054-536-0055
웰스터디,웰스터디안동,경북 안동시 합전2길33 3층,054-841-2231
웰스터디,웰스터디영천,경북 영천시 최무선로 183-6 (화룡동)(183-6),054-331-4477
웰스터디,웰스터디포항남부,경북 포항시 남구 효자동길6번길 25 (효자동)2층,054-255-0505
웰스터디,웰스터디포항서부,경북 포항시 북구 양덕남로 61 (양덕동)2층,054-255-6005
웰스터디,웰스터디경주남부,경북 경주시 현곡면 안현로58 2층,054-777-6000
웰스터디,웰스터디구미도량,경북 구미시 도봉로7 401호(골든프라자),054-444-8555
웰스터디,웰스터디구미인동,경북 구미시 인동13길 28 (인의동)1층 C-2호,054-473-0503
웰스터디,웰스터디김천,경북 김천시 부곡맛고을6길20-22 2층,
웰스터디,웰스터디김천신음서부,경북 김천시 시청로113 3층,
IGSE아카데미,IGSE포항장성,"경북 포항시 북구 새천년대로1123번길12 301,302호(창포청구 A상가)",054-253-7000
IGSE아카데미,IGSE포항유강,경북 포항시 남구 연일읍 유강길9번길54 201호(해찬솔상가 A동),054-283-0594
IGSE아카데미,IGSE포항연일,경북 포항시 남구 연일읍 철강로25번길49-1 2층,054-277-0575
IGSE아카데미,IGSE칠곡왜관,경북 칠곡군 왜관읍 평장3길43 301-나호(대동다숲아파트상가동),054-972-0594
IGSE아카데미,IGSE영양,경북 영양군 영양읍 동서대로27-3,054-682-0579
IGSE아카데미,IGSE안동신도청,경북 안동시 풍천면 풍요5길30-5 제일1동 4층,054-855-0509
IGSE아카데미,IGSE문경흥덕,"경북 문경시 돈달로205, 2층",054-552-0579
IGSE아카데미,IGSE포항서부,경북 포항시 북구 양덕남로61 201호,054-255-6005
IGSE아카데미,IGSE문경모전대동,경북 문경시 매봉4길13 상가2-205호(대동타운),054-555-0594
IGSE아카데미,IGSE모전,경북 문경시 돈달로6 2층,054-555-0579
IGSE아카데미,IGSE김천신음서부,경북 김천시 시청로113 2층,054-437-0579
IGSE아카데미,IGSE안동강남,경북 안동시 강남6길10,054-857-0594
IGSE아카데미,IGSE구미형곡,경북 구미시 형곡로211-12 1층,054-458-0504
IGSE아카데미,IGSE구미형일(개설예정),경북 구미시 형곡로80 2층,
IGSE아카데미,IGSE구미신평,경북 구미시 신비로4길8-4 1층,
IGSE아카데미,IGSE포항동해,경북 포항시 남구 동해면 일월로96 2층,054-281-3155
IGSE아카데미,IGSE구미원남(개설예정),경북 구미시 원남로12-26 1층,
스마트랜드,포항,경북 포항시 북구  새천년대로1249번길 48-42층,054-255-6255
스마트랜드,울진죽변,경북 울진군  죽변면 죽변북로 312층,010-2535-5806
스마트랜드,구미김천,경북 구미시  봉곡서로 551층 윤선생 스마트랜드,010-2865-1761
IGSE아카데미,IGSE구미오태,경북 칠곡군 북삼읍 금오대로10길23-8,054-975-0584
IGSE아카데미,IGSE포항효자,경북 포항시 남구 효성로12 3층(세화빌딩),054-272-0596
윤선생영어교실,교실광주진월,광주 서구 하남대로692 4층,062-673-2020
윤선생영어교실,교실광주용산,광주 동구 용산1로4 303호(조은프라자),062-223-1285
윤선생영어교실,교실광주신가,광주 광산구 수등로262 4층,062-956-8505
윤선생영어교실,교실광주문흥,광주 북구 무등로184 2층,062-527-0503
윤선생영어교실,교실광주첨단,광주 광산구 첨단중앙로102 5층(컨벤션빌딩),062-971-0582
윤선생영어교실,교실광주수완장덕,광주 광산구 장신로44 501호 일부,062-951-0594
윤선생영어교실,교실광주북,광주 북구 무등로184 2층,062-526-0566
윤선생영어교실,교실광주백운남,광주 남구 독립로54번길18-1  2층,062-676-0330
영어숲,숲광주상무,광주 서구 상일로52 3층,062-372-8887
영어숲,숲광주수완동,광주 광산구 임방울대로326 4층(토담빌딩),062-961-1105
영어숲,숲광주신가,광주 광산구 수등로262 4층,062-956-8505
영어숲,숲광주신창,광주 광산구 신창로125 502호(성화빌딩),062-959-8505
영어숲,숲광주신창남,광주 광산구 신창로70 301호(경원빌딩),062-954-5105
영어숲,숲광주운남북,광주 광산구 하남대로248-16,062-941-0579
영어숲,숲광주신용,광주 북구 첨단연신로107번길19 302호,062-972-1105
영어숲,숲광주일곡,광주 북구 송해로77 4층,062-575-0505
영어숲,숲광주첨단,광주 광산구 첨단중앙로102 5층(컨벤션빌딩),062-971-0582
영어숲,숲광주치평남,광주 서구 치평로15 215동 302호(라인대주상가),062-228-0509
영어숲,숲광주풍암,광주 서구 풍암1로21번길3-11 4층(운회빌딩),062-681-2005
영어숲,숲광주하남,광주 광산구 사암로340번안길6 4층,062-952-0579
영어숲,숲광주학운,광주 동구 의재로123 2층(무등파크맨션3차 상가동),062-351-0505
영어숲,숲광주화정남,광주 서구 염화로45번길13 2층 20호,062-351-0509
영어숲,숲광주수완장덕,광주 광산구 장신로44 6층,062-962-0567
영어숲,숲광주각화,광주 북구 월동로96,062-265-1105
영어숲,숲광주계림,광주 동구 무등로338,062-226-0505
영어숲,숲광주노대,광주 남구 노대실로38 402호(연설빌딩),062-651-3800
영어숲,숲광주동림,광주 서구 하남대로692 4층(정담빌딩),062-362-0505
영어숲,숲광주방림,광주 남구 방림로30 3층,062-251-0579
영어숲,숲광주백운남,광주 남구 독립로54번길18-1,062-676-0330
영어숲,숲광주백일,광주 서구 쌍학로56 2층(모아아파트상가),062-383-0582
영어숲,숲광주월계동,광주 광산구 월계로191 2층,062-973-0501
우리집앞영어교실,금호종원,광주 서구 화개1로79번길 82층 일부(금호동),010-3039-6806
우리집앞영어교실,금호화개,"광주 서구 화개중앙로87번길 15상가동 301호 (매월동, 매월동 아델리움&로제비앙 아파트)",010-6608-4717
우리집앞영어교실,남구효덕,"광주 남구 서문대로622번길8, 104호 (진월동, 금당빌딩)",010-9433-2007
우리집앞영어교실,도산송정,광주 광산구 송도로182번길 15-1201호 (도산동),010-5611-8694
우리집앞영어교실,동림푸른,"광주 북구 동림용산로 12-2상가동 204호(동림동, 동림푸른마을주공4단지)",010-5311-7238
우리집앞영어교실,동천빛고을,광주 서구 동천로8 3층,010-8625-2058
우리집앞영어교실,매곡하백2호,"광주 북구 서하로 1293층 304호(매곡동, 글로리빌딩)",010-4609-8516
우리집앞영어교실,문흥중앙,"광주 북구 문산로 20-1상가동 3층 301호(문흥동, 상록 아파트)",010-7744-3510
우리집앞영어교실,봉선유안,광주 남구 봉선2로77 2층 201호,062-675-9555
우리집앞영어교실,북구용두,광주 북구 하서로423번길52 2층,010-8603-1709
우리집앞영어교실,선암,광주 광산구 선운로34 201호(선운지구다사로움아파트 상가),062-945-0579
우리집앞영어교실,신용수자인2호,광주 북구 첨단연신로184 2층 201-2호(한양수자인리버뷰아파트 상가),010-7560-8997
우리집앞영어교실,양림3호,"광주 남구 제중로11 , 상가동 204호 (양림동, 양림1단지휴먼시아)",010-4136-5909
우리집앞영어교실,운암대자,광주 북구 동운로201번길38 (운암동),010-2159-3225
우리집앞영어교실,화정주월,광주 서구 화정로244번길33 4층,010-3666-7267
우리집앞영어교실,효천,광주 남구 효우2로30 4층,062-652-0599
우리집앞영어교실,광주서초,"광주 서구 상무대로1057번길30-1, 1층 (화정동)",010-7114-7630
우리집앞영어교실,광산산정,"광주 광산구 목련로22번길 26 (산정동)102,103호",010-9898-1630
우리집앞영어교실,수완우미린,광주 광산구 왕버들로132번길22 205동 103호(수완2차우미린아파트),062-417-0505
우리집앞영어교실,광주주월봉주,"광주 남구 군분로55번길28 , 1층 (주월동, 샛별문구)",062-674-1377
웰스터디,웰스터디광주수완장덕,광주 광산구 장신로 44 (장덕동)5층 501호,
웰스터디,웰스터디광주진월,광주 서구 하남대로 692 (동천동)4층,062-673-2020
웰스터디,웰스터디광주북,광주 북구 무등로184 2층,062-526-0566
IGSE아카데미,IGSE광주각화북,"광주 북구 군왕로335 101,102호",062-265-0505
IGSE아카데미,IGSE광주용봉,광주 북구 용봉택지로39 지플레이스 501호,062-514-0567
IGSE아카데미,IGSE광주장덕북,광주 광산구 풍영로261 4층,062-955-1105
IGSE아카데미,IGSE광주운남,광주 광산구 목련로273번길67 2층,062-959-0584
IGSE아카데미,IGSE광주효천,광주 남구 효천2로가길21 4층 403호(WE타워),062-676-0594
IGSE아카데미,IGSE광주소촌,광주 광산구 소촌로144 302호(소촌동),062-944-7905
IGSE아카데미,IGSE동림한울,광주 북구 유림로160번길6 2층 201호,062-456-0579
스마트랜드,광주광산,광주 북구  무등로 184신안동 133-11 2층,010-3615-0534
IGSE아카데미,IGSE광주본촌,광주 북구 양산택지로121번길2 2층 201호,062-573-0594
윤선생영어교실,교실대구성서이곡,대구 달서구 이곡동로37 6층(혜성빌딩),053-585-0107
윤선생영어교실,교실대구황금,대구 수성구 청수로45길42,053-761-0503
윤선생영어교실,교실대구해안,대구 동구 화랑로414,053-985-5100
윤선생영어교실,교실대구침산,대구 북구 침산남로134,053-358-1004
윤선생영어교실,교실대구칠곡,대구 북구 대천로92 403호,053-324-5456
윤선생영어교실,교실대구월성,대구 달서구 월배로132 202호(대금로얄아파트상가),053-644-8833
윤선생영어교실,교실대구만촌중앙,대구 수성구 화랑로74 5층(동영빌딩),053-767-1600
윤선생영어교실,교실대구대명,대구 달서구 대명천로38-1,053-653-0002
윤선생영어교실,교실대구시지,대구 수성구 신매로19길23 2층,053-791-0030
영어숲,숲대구대천,대구 달서구 월배로11길22 5층,053-632-2888
영어숲,숲대구복현중앙,대구 북구 복현로105 301호(태왕아너스복현상가),053-944-0333
영어숲,숲대구봉무이시아,대구 동구 팔공로51길31,053-985-1202
영어숲,숲대구서변,대구 북구 호국로43길8-26 5층,053-943-5105
영어숲,숲대구황금,대구 수성구 청수로45길42 3층,053-761-0520
영어숲,숲대구남산,대구 중구 남산로61 7층,053-255-3119
영어숲,숲대구서재,대구 달성군 다사읍 서재로140,053-263-6744
영어숲,숲대구성서이곡,대구 달서구 이곡동로37 6층(혜성빌딩),053-585-0107
영어숲,숲대구세천,대구 달성군 다사읍 세천북로9 204호,053-588-0188
영어숲,숲대구시지,대구 수성구 신매로19길23 2층,053-791-0030
영어숲,숲대구시지중앙,대구 수성구 고산로121-23 2층,053-791-9600
영어숲,숲대구신암,대구 동구 송라로159 3층,053-953-2959
영어숲,숲대구용산중앙,대구 달서구 평리로42 2층,053-524-0594
영어숲,숲대구율하,대구 동구 율하동로36 5층,053-964-8002
영어숲,숲대구죽전,대구 달서구 장기로245 3층,053-551-0584
영어숲,숲대구칠곡,대구 북구 대천로92 401호,053-324-2633
영어숲,숲대구칠성,대구 북구 침산남로180-6 401호(대원빌딩),053-358-2400
영어숲,숲대구침산,대구 북구 침산남로134 5층(에이스빌딩),053-358-1004
영어숲,숲대구평리,대구 서구 국채보상로300 2층,053-556-0002
영어숲,숲대구상인,대구 달서구 상인서로30-7 3층,053-633-0099
영어숲,숲대구구암,대구 북구 구암로148,053-314-0550
영어숲,숲대구국우,대구 북구 학남로91 2층,053-326-4100
우리집앞영어교실,이천,대구 남구 명덕로64길57-2,010-9030-0184
우리집앞영어교실,월성코오롱하늘채,"대구 달서구 조암남로16길19 105동 509호(월성동, 월성코오롱하늘채아파트 1단지)",010-6533-8607
우리집앞영어교실,칠곡읍내동,"대구 북구 칠곡중앙대로590-3 , 2층(읍내동)",010-7664-9557
우리집앞영어교실,현풍힐데스하임,대구 달성군 테크노북로9길42 109동 202호(힐데스하임 아파트),010-4509-2236
우리집앞영어교실,황금,대구 수성구 들안로28길35 1층,010-7175-2588
우리집앞영어교실,대구경동,대구 수성구 청호로84길24,010-3122-1445
우리집앞영어교실,대구그린,대구 달서구 구마로36길46 2층,010-2707-9979
우리집앞영어교실,대구노원천년나무,"대구 북구 노원로10길40, 106동 505호 (노원동3가, 대구노원LH천년나무)",053-356-0582
우리집앞영어교실,대구대신,"대구 중구 큰장로26안길78-1, 2층 (대신동)",010-7221-7805
우리집앞영어교실,대구도원,"대구 달서구 한실로27, 202호 (도원동, 나래마을아파트)",053-638-7905
우리집앞영어교실,대구동변초,대구 북구 동변로76 (동변동),010-2325-7905
우리집앞영어교실,대구센트로밸리,대구 달서구 월성로42 208호(센트로벨리상가),010-2075-4031
우리집앞영어교실,대구수성이지스,대구 수성구 들안로280-24 1층,010-9361-6973
우리집앞영어교실,대구시지욱수,"대구 수성구 욱수천로55, 301동 201호 (욱수동, 보국 웰리치아파트)",053-792-0570
우리집앞영어교실,반도유보라,대구 달성군 유가면 테크노대로195 109동 502호(반도유보라아이비파크),010-3335-2104
우리집앞영어교실,각산,대구 동구 과학로10-1 301호(세일빌딩),053-965-3717
우리집앞영어교실,수성동1가,대구 수성구 달구벌대로456길20 (수성동1가),010-5550-8244
웰스터디,웰스터디대구해안,대구 동구 화랑로414,053-985-5100
웰스터디,웰스터디대구월성,대구 달서구 월배로 132202호(대금로얄아파트상가),053-644-8833
웰스터디,웰스터디대구만촌중앙,대구 수성구 화랑로74 5층(동영빌딩),053-741-9100
웰스터디,웰스터디대구칠곡,대구 북구 대천로 92 (동천동)92 403호,053-324-5456
웰스터디,웰스터디대구침산,대구 북구 침산남로134 5층(에이스빌딩),053-358-1004
베이직,베이직 제23센터,"대구 달서구 월배로 132 (진천동, 대금로얄아파트)202호(대금로얄아파트상가)",053-644-8833
IGSE아카데미,IGSE대구해안,대구 동구 화랑로414 3층,053-985-5100
IGSE아카데미,IGSE대구학정,대구 북구 학남로20 3층,053-321-2007
IGSE아카데미,IGSE대구지산,대구 수성구 용학로44길12,053-783-0505
IGSE아카데미,IGSE대구수성,대구 수성구 화랑로74 5층(동영빌딩),053-741-9100
IGSE아카데미,IGSE대구신천,"대구 동구 동부로32 2,3층",053-421-9090
