name,addr,tel,time
화순,전남 화순군 화순읍 중앙로75,061-373-6591,10:00 ~21:00
익산롯데마트,전라북도 익산시 무왕로 1053롯데마트3층,070-7532-1119,10:00 ~21:00
T익산롯데마트,전라북도 익산시 무왕로 1053,070-7532-1119,10:00 ~21:00
이리중앙,전라북도 익산시 익산대로16길 7-4(창인동1가),063)855-3043,10:00 ~21:00
전주평화HYS,전북 전주시 완산구 장승배기로 100B-101호,063-288-6780,10:00 ~21:00
전주송천HYS,"북전주시 덕진구 동부대로 1193,101(송천동2가)",063-251-8879,10:00 ~21:00
전주평화HYS(상설),전북 전주시 완산구 장승배기로 100B-101호,063)288-6780,10:00 ~21:00
I.S스포츠HYS,전라북도 익산시 무왕로 1105 (영등동),063-835-7907,10:00 ~21:00
I.S스포츠HYS(상설),전라북도 익산시 무왕로 1105 (영등동),063)835-7907,10:00 ~21:00
전주송천HYS(상설),"전라북도 전주시 덕진구 동부대로1193,101",063)251-8879,10:00 ~21:00
전주세이브존,"전라북도 전주시 완산구 팔달로 262-6(서노송동,세이브존)",063-231-6111,10:00 ~21:00
부안,전라북도 부안군 부안읍 석정로 220,063)584-5009,10:00 ~21:00
군산수송직영,"전라북도 군산시월명로 273, 1층 (수송동)",0634667898,10:00 ~21:00
군산수송직영상설,"전라북도 군산시월명로 273,1층(수송동)",010-3678-8888,10:00 ~21:00
롯데군산상설,전북 군산시 조촌로 130(조촌동) 롯데아울렛 군산점 2층,063-447-0253,10:00 ~21:00
롯데군산직영,전북 군산시 조촌로 130(조촌동) 롯데아울렛 군산점 2층,063-447-0253,10:00 ~20:00
T전주세이브존,전북 전주시 완산구 팔달로 262-6,063-231-6111,10:00 ~21:00
T부안,전라북도 부안군 부안읍 석정로220,063-584-5009,10:00 ~21:00
전주인후,"전북 전주시 덕진구 견훤로298, 1층(인후동1가)",063-244-9358,10:00 ~21:00
제주이마트,"제주특별자치도 제주시탑동로 38,2층",0647225929,10:00 ~20:00
T제주이마트,제주특별자치도 제주시 탑동로 38제주이마트 2층,01039015131,10:00 ~21:00
서귀포이마트,"제주특별자치도 서귀포시 일주동로9209, 1층(법환동, 이마트서귀포점)",010-9423-7811,10:00 ~21:00
T서귀포이미트,"제주특별자치도 서귀포시 일주동로9209, 1층(법환동, 이마트서귀포점)",010-9423-7811,10:00 ~21:00
보령홈플러스,충청남도 보령시 한내로 87보령홈플러스 2F,041-935-9915,10:00 ~21:00
천안HYS(상설),충남 천안시 서북구 직산읍 삼은1길 10-8직산패션아울렛내,041-581-8688,10:00 ~21:00
롯데부여직영,충청남도 부여군 규암면 백제문로 387 롯데아울렛 부여점 2층,041-435-2714,10:00 ~20:00
롯데부여상설,충청남도 부여군 규암면 백제문로 387 롯데아울렛 부여점 2층,041-435-2714,10:00 ~21:00
당진,충청남도 당진시 당진중앙1로 71 (읍내동),041)355-4543,10:00 ~21:00
천안쌍용,충청남도 천안시 서북구 쌍용대로 57(쌍용동),041-571-0575,10:00 ~21:00
온양대리점,충청남도 아산시 온천대로211-3,041-546-3002,10:00 ~21:00
천안HYS,충남 천안시 서북구 직산읍 삼은1길 10-8직산패션아울렛내,041-581-8688,10:00 ~21:00
서북이마트,"충남 천안시 서북구 삼성대로20, 1층(백성동,E마트)",041-563-7979,10:00 ~21:00
T보령홈플러스,충남 보령시 명천동 129 보령홈플러스 2층,041-935-9915,10:00 ~21:00
천안모다아울렛,충남 천안시 서북구 불당동 1289-1 펜타포,041-904-0106,10:00 ~21:00
세종이마트,"세종 특별자치치시 금송로 687,2층(가람동)687,2층(기람동)",0448675799,10:00 ~21:00
T세종이마트(행사코드),세종시 금송로 687 2층 (가람동)금송로 6872층 (가람동),0448675799,10:00 ~21:00
행담도모다아울렛,충남 당진시 신평면 매산리 516-4,041-970-2041,10:00 ~21:00
공주대리점,충청남도 공주시 웅진로 158(중동),041-855-2364,10:00 ~21:00
T행담도모다아울렛,충청남도 당진시 신평면 매산리 516-4,010-3871-2070,10:00 ~21:00
T세종홈플러스,"세종특별자치시 절재로154, 2층(어진동, 홈플러스 세종점)",010-3302-6081,10:00 ~21:00
세종홈플러스,"세종특별자치시 절재로154, 2층(어진동, 홈플러스 세종점)",010-3302-6081,10:00 ~21:00
T당진,충청남도 당진시 당진중앙1로71 (읍내동),041-355-4543,10:00 ~21:00
T온양대리점,충청남도 아산시 온천대로1487-3 (온천동),041-546-3002,10:00 ~21:00
아산퍼스트빌리지,"충남 아산시 둔포면 해위안길127, 3층",010-2107-6468,10:00 ~21:00
T아산퍼스트빌리지,"충남 아산시 둔포면 해위안길127, 3층",010-2107-6468,10:00 ~21:00
천안아울렛직영상설,"충남 천안시 동남구 천안대로364, 2층(삼룡동)",041-558-6708,10:00 ~21:00
T서북이마트,"충청남도 천안시 서북구 삼성대로20, 1층",041-563-7979,10:00 ~21:00
롯데마트아산터미널점(행사),경충청남도 아산시 번영로225,010-6244-8453,10:00 ~21:00
롯데마트천안아산점(행사),충청남도 아산시 배방읍 광장로210 (장재리),010-6244-8453,10:00 ~21:00
충주롯데마트,충청북도 충주시 봉계1길 49(칠금동) 롯데마트2F,043-846-8786,10:00 ~21:00
서청주,충청북도 청주시 흥덕구 복대로 154(복대동),043)234-6951,10:00 ~21:00
롯데청주직영,충청북도 청주시 흥덕구 2순환로 1004 롯데아울렛 청주점 3층(비하동),043-717-2950,10:00 ~20:00
에버세이브,충청북도 청주시 서원구 청남로1936번길 2(미평동) 에버세이브,043-287-1133,10:00 ~21:00
롯데청주상설,충청북도 청주시 흥덕구 2순환로 1004 롯데아울렛 청주점 3층(비하동),043-717-2950,10:00 ~21:00
충주이마트,"충청북도 충주시중원대로 3420,3층",0438468787,10:00 ~20:00
T충주이마트,충청북도 충주시중원대로 3420 충주이마트 3층,01043530856,10:00 ~21:00
보은,충북 보은군 보은읍삼산리 139-27,043-544-1096,10:00 ~21:00
제천직영점,충북제천시 의림대로119(중앙로1가),043-644-6444,10:00 ~21:00
T충주롯데마트,충북 충주시 칠금동 849 롯데마트 충주점 2,043-846-8786,10:00 ~21:00
롯데청주영플,충북 청주시 상당구 상당로 55 (남문로2가),0432199128,10:00 ~20:00
T서청주,충청북도 청주시 흥덕구 복대로154 (복대동),043-234-6951,10:00 ~21:00
T에버세이브,충청북도 청주시 서원구 청남로1936번길 2 (미평동) 에버세이브,043-287-1133,10:00 ~21:00
T보은,충북 보은군 보은읍 삼산리139-27,043-544-1096,10:00 ~21:00
T에버세이브,충청북도 청주시 서원구 청남로1936번길 2,043-287-1133,10:00 ~21:00
T전주인후,전북 전주시 덕진구 견훤로298,063-244-9358,10:00 ~21:00
롯데마트제천점(행사),충청북도 제천시 용두대로111 (하소동)？,010-6244-8453,10:00 ~21:00
NC청주점,"충북 청주시 흥덕구 2순환로1233(가경동, NC청주점)",010-2107-6468,10:00 ~21:00
NC청주점(행사),"충북 청주시 흥덕구 2순환로1233(가경동, NC청주점)",010-2107-6468,10:00 ~21:00
