name,tel,addr
수내코아교실,1577-5105,
수락리버시티교실,1577-5105,서울특별시 노원구 누원로 18
수서교실,1577-5105,서울 강남구 수서동
수성4가교실,1577-5105,대구시 수성구 범어동 1003-22번지 2층
수성4가온새미로교실,1577-5105,대구광역시 수성구 수성동4가 1090-6
수성달서교실,1577-5105,대구 중구 달구벌대로 2235
수성리나교실,053-742-0533,대구 수성구 수성동1가
수성상동1교실,1577-5105,대구광역시 수성구 상화로5길 25
수성크라운교실,1577-5105,대구광역시 수성구 수성로 297-1
수안교실,1577-5105,부산 동래구 수안동 1~31
수암교실,1577-5105,경기 안산시 상록구 수암동
수앤쌤교실,1577-5105,
수영강변대림교실,051-754-0091,부산 수영구 망미동 
수영스마트교실,051-751-0569,
수영신창교실,1577-5105,경기도 화성시 봉담읍 수영리
수영협성교실,051-759-0533,부산 수영구 수영동
수완큰별교실,1577-5105,광주 광산구 신가동
수원송정초교실,1577-5105,경기도 수원시 장안구 정자2동
수일부영로즈빌교실,055-551-7779,"경남 창원시 진해구 안청북로 13 (청안동, 부영3차아파트) 상가  202호 수일학원"
수지이룸교실,1577-5105,
수지해법테솔교실,031-263-0560,031-263-0560
수진태평교실,1577-5105,경기 성남시 수정구 태평동
숙명교실,061-273-0577,전남 목포시 산정동
숙천교실,1577-5105,대구 동구 사복동 844-4
순천대우교실,1577-5105,전라남도 순천시 연향2로 대우아파트 105동 304호
순천대주교실,1577-5105,전남 순천시 조례동
순천동명교실,1577-5105,전남 순천시 해룡면 부영7차아파트
순천메가타운교실,1577-5105,
순천밀알교실,061-751-7226,전남 순천시 서면 선평리
순천벌교교실,1577-5105,전남 보성군 벌교읍 벌교리
순천보성교실,1577-5105,전남 보성군 보성읍 중앙로
순천봉화그린빌교실,1577-5105,전라남도 순천시 조례동
순천비봉교실,1577-5105,전남 순천시 조례동
순천연향현대교실,1577-5105,전남 순천시 연향동
순천오천교실,1577-5105,
순천행복교실,010-5090-7685,전남 순천시 조례동
순천향림교실,1577-5105,
숭신교실,1577-5105,서울특별시 성동구 상왕십리동
숲속교실,1577-5105,경기도 화성시 능동
숲속모아미래도교실,1577-5105,경기 화성시 동탄숲속로 96
슈르교실,1577-5105,경기 과천시 원문동
스누비교실,1577-5105,동대문구 전농1동 213-1호 2층
스마일교실,1577-5105,충북 진천군 진천읍 장관리 884 부영1차@105-101
스마일교실,1577-5105,서울 강동구 성내동
스마일교실,1577-5105,부산시 진구 개금동 455번지 신개금엘지@ 분산상가101호
스마일해법교실,1577-5105,강원 원주시 무실동
스마트교실,1577-5105,서울 강동구 고덕로 140
스마트교실,1577-5105,"경기 김포시 김포한강4로420번길 100 (구래동, 김포 한강IPARK)"
스마트영어교실,1577-5105,부산시 진구 부암동500-4 화승삼성아파트 상가 3층 307호
스마트해법지점,0326817666,경기 부천시 중동로420번길 6 (삼정동)
스위첸교실,031-667-0124,경기도 평택시 지산동
스카이에듀교실,1577-5105,1344-3번지 현대홈타운1차 A상가 2층
스카이해법영수학원교실,1577-5105,경남 김해시 분성로727번길 4
스타교실,동일,충북 청주시 흥덕구 복대동
스텔라교실,032-216-1957,경기 부천시 소사구 송내동
스티븐해법영어교실,1577-5105,광주  북구  운암동
승리교실,010-7334-6433,충북 청주시 청원구 오창읍 2산단로 151
시범단지교실,1577-5105,경기 성남시 분당구 중앙공원로 17
시범한화금호점교실,1577-5105,반송동
시범호반교실,1577-5105,경기도 화성시 동탄대로시범길 122
시지노변교실,053-795-0579,대구광역시 수성구 노변공원로 47-1
시지매호교실,053-793-0576,대구광역시 수성구 달구벌대로649길 14
시지태왕교실,1577-5105,대구 수성구 욱수천로 7
시지해밀턴해법영어교실,1577-5105,대구 수성구 매호동 1328-17
시카고종암교실,953-5105,서울특별시 동대문구 약령시로 10-1
시흥초교실,1577-5105,
신곡1교실,031-877-4800,경기도 의정부시 신곡동
신곡건영교실,1577-5105,경기 의정부시 신곡동
신곡동오교실,031-827-8383,경기도 의정부시 신곡동
신광SKY교실,064-744-0322,제주특별자치도 제주시 남녕로4길 10
신길교실,1577-5105,경기 안산시 단원구 신길동
신길삼성래미안교실,01052812563,서울 영등포구 신길로42라길 1
신길영신초교실,1577-5105,서울 영등포구 신길동
신나는미소지움교실,070-8269-7907,강원 춘천시 근화동
신내9단지교실,1577-5105,서울 중랑구 신내동
신내봉화교실,1577-5105,서울 중랑구 묵동
신내이튼교실,1577-5105,서울특별시 중랑구 봉화산로56길 51
신덕교실,051-900-9894,부산광역시 북구 만덕동
신도3차교실,1577-5105,경기도 남양주시 화도읍 비룡로116번길 33 1층 해법영어교실
신도림대림2차교실,01067888336,서울 구로구 신도림로 16
신도림성광교실,01090652893,서울 구로구 신도림동 309-6
신도제1교실,1577-5105,서울 은평구 진관동
신도청 센텀교실,1577-5105,
신동교실,1577-5105,서울 서초구 잠원동
신동아마이티교실,032-223-2024,인천 남구 학익동
신동아프라임교실,1577-5105,
신디교실,1577-5105,경기도 부천시 소사구 소사본동
신라드림교실,1577-5105,충남 아산시 배방면 세교리
신매초교실,01065082290,대구 수성구 신매로16길 8-7 (신매동)
신매하나교실,1577-5105,
신백교실,043-647-0579,충북 제천시 신백동
신백현교실,1577-5105,
신봉자이교실,031)262- 0366,경기 용인시 수지구 신봉동
신부교실,1577-5105,충남 천안시 동남구 신부동 689
신불당지웰시티교실,041-567-1533,천안시 서북구 불당23로 10
신사교실,862-6508,서울 관악구 신사동(신림4동)
신사상신교실,1577-5105,서울 은평구 신사2동
신산교실,1577-5105,경기도 양주시 남면 신산리
신서귀교실,064-,제주특별자치도 서귀포시 신동로27번길
신성드림교실,864-0579,대전 유성구 신성동
신수레미안교실,02-701-6361,서울특별시 마포구 신수로 28
신안교실,041-551-7327,충남 천안시 동남구 원성동
신안인스빌교실,1577-5105,경기 시흥시 능곡동
신안주곡초교실,1577-5105,경기 남양주시 진접읍 해밀예당1로 64 신안인스빌상가 2층
신양교실,055-367-3073,양산시 남부동 553-1 e편한세상1차아파트 상가 209호
신연수교실,1577-5105,충북 충주시 연수동산로7길
신영통두산위브교실,1577-5105,경기도 화성시 반월동
신영통반월교실,1577-5105,경기 화성시 영통로27번길 53
신영통현대동학교실,1577-5105,화성시 반월동 신영통 3단지
신우초교실,02-6407-4575,서울 관악구 삼성동(신림10동)
신원엘리트교실,1577-5105,서울 도봉구 쌍문동
신은초교실,1577-5105,
신일유토빌교실,1577-5105,
신일해법영어교실,0319115502,경기 고양시 일산서구 일산동 1103
신자교실,02-458-5105,서울 광진구 자양번영로2길26
신정교실,02-2693-7905,서울 강서구 화곡8동 
신주공교실,041-681-7905,충남 서산시 석림동 460번지
신창2차교실,1577-5105,경기 화성시 병점1로 124
신창교실,1577-5105,
신창비바교실,1577-5105,경상남도 양산시 신주로 69 신창비바패밀리아파트
신창엘리트교실,1577-5105,광주광역시 광산구 신창동 신창부영5차 상가 2층 202호
신창E&M해법학원,062-959-0806,광주 광산구 신창동
신천2동교실,053-255-9040,대구 동구 신천2동
신천지엘리트교실,1577-5105,
신천효신교실,053-427-0909,대구 동구 신천4동
신탄진교실,042-935-0522,대전 대덕구 석봉동 194-4 2층
신태인교실,1577-5105,전북 정읍시 신태인읍
신평비젼교실,1577-5105,
신하해법영어교실,1577-5105,경기 이천시 부발읍 신하리 394-27
신한교실,031-591-7530,"경기 남양주시 화도읍 녹촌로 20 (창현리, 신한토탈아파트) 상가 1층"
신현교실,1577-5105,경기 광주시 오포읍 신현리 591~1100
신호엘리트교실,010-9594-9809,부산광역시 강서구 신호산단5로 31
신화초교실,1577-5105,
신효동교실,1577-5105,경기 수원시 영통구 매탄동
신흥교실,054-610-8734,경북 포항시 남구 상도동
신흥교실,032-881-9360,"인천 중구 인항로 34 (신흥동3가, 현대상가)"
실옥푸르지오교실,041-545-5007,충청남도 아산시 아산로117번길 17
쌍용동일하이빌교실,041-908-0088,충남 천안시 서북구 쌍용2동
쌍용시영교실,041-587-0505,충남 천안시 서북구 쌍용동
쌍용예가교실,1577-5105,
쌍용탑클래스교실,041-571-0542,충남 천안시 서북구 쌍용동
쌍용해법영수교실,01024409228,경남 양산시 양주로 97
써니교실,02-6085-6808,서울 금천구 독산2동
써니교실,1577-5105,서울 송파구 양산로4길 16
씨앗교실,1577-5105,
아너스교실,1577-5105,
아산동일교실,041-532-8384,충남 아산시 풍기동
아산이쌤교실,041-531-5570,충남 아산시 장존동
아시아드교실,032-432-1005,"인천 남동구 인하로 616 (구월동, 커뮤니티프라자(복컴1)"
아이엠해법영어교실,061-901-4353,전남 순천시 조례동 왕궁중앙길 11
아이원교실,032-326-0599,경기도 부천시 원미구 상동 533-1
아이파크교실,1577-5105,
아이푸른교실,031-575-7735,경기도 남양주시 오남읍 오남리 891 오남아이파크 106-102
아주교실,1577-5105,
아튼빌교실,1577-5105,
아현애오개교실,010-4197-6260,서울특별시 마포구 마포대로 240 현대빌딩 2층
안강우방해법영어교실,1577-5105,경북 경주시 안강읍 구부랑4길 6-13 (산대리)
안강제일교실,054-761-8119,경북 경주시 안강읍 양월4리
안녕동현대교실,1577-5105,경기도 화성시 안녕동
안동 해법교실,1577-5105,경북 안동시 경동로 316 (송현동)
안동송현교실,054-859-0109,경북 안동시 송현동
안동용상교실,054-822-2345,
안동호반2차교실,1577-5105,
안동효성교실,054-853-3606,경상북도 안동시 경북대로 438
안락SK교실,051-521-5801,부산 동래구 안락동
안림엘리트교실,1577-5105,
안서교실,041-552-4337,충남 천안시 동남구 각원사길 46 (안서동)
안성일죽영재교실,1577-5105,경기 안성시 일죽면 송천리
안양6동교실,1577-5105,경기 안양시 만안구 안양동
안양동삼성래미안교실,1577-5105,경기 안양시 만안구 안양1동
안양성원교실,1577-5105,경기도 안양시 만안구 안양3동
안양아카데미교실,1577-5105,안양로
안양호계교실,1577-5105,경기도 안양시 동안구 호계동
안일엘리트교실,053-766-4805,대구 동구 율하동
안중늘푸른교실,031-681-0703,경기도 평택시 안중읍 현화리
안중명지교실,031-681-0595,경기도 평택시 안중읍 포승리
안중연리지교실,031-683-9810,경기도 평택시 안중면 현화리
안중현대교실,031-616-6530,경기도 평택시 안중읍 현화리
안화교실,1577-5105,
알찬교실,1577-5105,경상북도 칠곡군 평장3길 31
암사.민하교실,1577-5105,서울 강동구 암사동
암사비젼교실,1577-5105,서울 강동구 암사동
앙성교실,1577-5105,충북 충주시 앙성면 용포리
애월보나스교실,1577-5105,
애플교실,043-268-0131,충북 청주시 흥덕구 산남동
애플교실,1577-5105,서울 중랑구 중화동
애플트리교실,1577-5105,대구 수성구 화랑로2길 126-2
앨리교실,031-414-9510,경기도안산시 단원구  화정로 492층
양곡교실,1577-5105,
양덕예쓰교실,1577-5105,
양도교실,1577-5105,
양동교실,1577-5105,부산 부산진구 양정동 11-7 3층
양산그레이스교실,1577-5105,양산시 동면금오 16길 100 이지더원 3차 305동302호
양산대동1단지교실,010-3896-6059,양산시 삼호동 대동이미지타운 1단지아파트
양산대림교실,1577-5105,경기 오산시 양산동
양산대방7차교실,01093120923,경남 양산시 물금읍 새실로 11
양산대방8차교실,1577-5105,
양산대운교실,055-366-0585,양산시 삼호동 147 대동2차아파트 상가 2층
양산백동교실,055-386-0579,양산시 소주동 147-1 천성리버타운아파트 상가 2층
양산부영2차교실,1577-5105,
양산신평교실,055-383-0870,경상남도 양산시 신평3길 9
양산화성드림교실,01096180608,경남 양산시 대운5길 7
양산효성교실,010-7941-8205,양산시 범어로 33 효성백년가약아파트
양수교실,1577-5105,경기 양평군 양서면 양수로155번길 6
양정엘리트교실,010-7677-0048,경기도 군포시  산본동
양정프라임교실,1577-5105,부산광역시 부산진구 중앙대로941번길 11  부원맨숀 1층 16호
양정현대교실,051-853-0572,부산광역시 진구 거제대로37-1 양정퍼스트상가2층
양주덕현교실,031-827-0036,경기 양주시 고읍동
양지대림교실,1577-5105,경기도 남양주시 오남읍 양지로240번길 37 대림이편한세상아파트 111동 102호
양진엘리트교실,1577-5105,경기 안성시 공도읍 진사리
양평행복한학원,1577-5105,경기도 양평군 양평초 인근
양학교실,054-277-1579,경북 포항시 북구 득량동 303-3 양학중학교 앞
어방교실,055-337-8336,경남 김해시 어방동 대우유토피아아파트
어방유토피아교실,055-322-6977,경남 김해시 어방동 대우유토피아상가 4층
엄궁데이스쿨교실,051)313-5015,부산 사상구 엄궁로 95 (엄궁동)
에듀청덕교실,1577-5105,
에듀카운티교실,1577-5105,경남 양산시 물금읍 가촌리 대방노블랜드5차@상가 2층
에듀타운교실,1577-5105,경기 수원시 영통구 도청로 65
에리카교실,1577-5105,경기도 안산시 상록구 이동
에밀리교실,1577-5105,
에버빌교실,033-252-2505,강원 춘천시 석사동
에셀교실,1577-5105,경기도 남양주시 진접읍 해밀예당1로 49 남양휴튼 1105동 601호
에이미교실,1577-5105,강원 영월군 영월읍
에이스교실,010-4152-6513,경기도 수원시 장안구 정자동
에이플러스교실,1577-5105,
에코시티더샵2차교실,010-7541-2604,"전북 전주시 덕진구 세병로 175 (송천동2가, 에코시티더샵2차) 1006동 903호"
에코시티자이1차교실,1577-5105,에코시티 자이1차 상가 2층
엘로힘교실,010-2319-4768,김해시 외동 1258-2 해피존빌딩 504호
엘리교실,1577-5105,부영1차
엘리트교실,1577-5105,서울 강남구 일원동
엘리트교실,041)574-5222,충남 천안시 동남구 일봉로 20
엘리트교실,1577-5105,
엘리트교실,031-964-3939,경기 고양시 일산동구 식사동 1487 위시티자이1단지상가 2층 206호
엘리트시티교실,1577-5105,남양동
엘리트이천교실,053-476-2000,대구 남구 이천동
엘리트직영교실,,
엘리트해법영어학원교실,1577-5105,광양시 불로로 141. 2층
엘스교실,1577-5105,
여고초교실,1577-5105,
여수죽림부영2차교실,1577-5105,
여월Sally교실,032-682-6802,경기도 부천시 오정구 여월동
여의도교실,1577-5105,서울 영등포구 여의도동
여주호반교실,1577-5105,경기 여주군 여주읍 교리 호반리젠시빌아파트
여흥교실,1577-5105,경기도 여주시 세종로67번길 14
역동이편한세상교실,1577-5105,
역북교실,1577-5105,
역북우미린교실,1577-5105,경기 용인시 처인구 역북동
연동부영교실,064-742-0554,제주특별자치도 제주시 과원북2길 18
연무교실,1577-5105,
연산반석교실,051-867-6676,
연산자이플러스교실,070-8253-2638,부산 연제구 연산동 328-1
연산한양교실,051-758-1125,부산 연제구 연산동
연산LG교실,051-752-0575,부산 연제구 연산9동
연세교실,1577-5105,
연세스마트교실,02-352-6530,서울 은평구 신사동 18-24
연세해법영수교실,01068091738,"서울 서대문구 연희로25길 101 (연희동, 연화아파트)"
연수교실,032-721-5705,인천 연수구 연수동 577
연수아이파크교실,1577-5105,충청북도 충주시 연수로1길 12
연암교실,053-584-4342,대구 달서구 신당동
연일강변교실,054-285-1505,경북 포항시 남구 연일읍 생지리 399번지 형산강변타운상가206호
연지교실,051-803-0572,부산 부산진구 연지동 199-7번지
연지교실,01082186874,
연초 해법 영어 교실,055-636-0235,경남 거제시 거제북로 45 반석빌딩 3층
연희서곶교실,032-203-5277,인천 서구 연희동
연희초해법영어교실,01096160830,서울 서대문구 연희로 126
열린sky교실,02-2203-2230,신천동
열정과의지해법교실,031-559-9500,경기도 남양주시 호평로 93 동원로얄듀크아파트 1702동 105호
염동초힐스테이트교실,1577-5105,서울 강서구 염창동 249-2 1층
영남우방한솔교실,1577-5105,경기도 수원시 장안구 정자동 영남한솔우방APT
영림교실,1577-5105,
영본교실,010-3299-6809,서울 동작구 만양로 26
영암삼호교실,01094311189,전남 영암군 삼호읍 삼호중앙로 193 (용앙리)
영종글로벌교실,010-4307-5050,인천 중구 중산동 1887-4
영주코아루교실,054-633-8815,경북 영주시 상망동
영천s클래스교실,0624459090,"광주 광산구 풍영로 63 (월곡동, 영천마을 주공아파트)"
영통6단지교실,1577-5105,경기도 수원시 영통구 봉영로 1517번길  76
영통이레교실,1577-5105,경기도 수원시 영통구 영통로 232
영통주공9단지교실,1577-5105,경기 수원시 영통구 영통동
영호교실,010-9565-9849,경상북도 안동시 옥서1길 88
예다음교실,1577-5105,경상북도 구미시 인동54길 9
예천교실,054-653-1191,경상북도 예천군 군청길 12
오남신우교실,016-701-4951,경기도 남양주시 오남읍  신우아파트 101동 102호
오남초교실,1577-5105,"경기 남양주시 오남읍 진건오남로 661 (오남리, 동부아파트) 101동 1602호"
오드리해법교실,545-3405,"대전 동구 대전로542번길 121 (천동, 위드힐)"
오드카운티교실,1577-5105,여주시 오학동 오드카운티아파트
오룡교실,010-5009-5232,무안군 삼향읍 남악로5로 26번길 27
오룡호반점교실,01099209917,전남 나주시 그린로 153
오르교실,1577-5105,
오산갈곶교실,1577-5105,경기 오산시 경기대로
오산고현교실,1577-5105,경기도 오산시 고현동
오산대림교실,1577-5105,경기 오산시 원동
오산멘토링교실,031-377-3454,경기 오산시 누읍동
오산세교5단지교실,1577-5105,
오산에브라임교실,15775105,부원동  67-4
오산외삼미동교실,15775105,오산시 외삼미동
오산잔다리교실,031-8050-0090,경기도 오산시 세교동 잔다리마을 1단지
오산평택교실,,
오산풀잎교실,15775105,오산시 여계산로
오선생교실,1577-5105,서울 중구 중림동 200 사이버빌리지아파트 상가2층
오성교실,041-565-3010,충남 천안시 서북구 두정동
오스카빌 교실,1577-5105,충남 서산시 지곡면 무장리 920번지 늘푸른 오스카빌 105동404호
오전엘리트교실,1577-5105,경기도 의왕시 오전로 178. 동백아파트 상가동105호
오정교실,032-675-7775,경기 부천시 오정구 오정동
오정프라자교실,1577-5105,
오창꾸쌤교실,1577-5105,충청북도 청주시 청원구 오창중앙로 94
오천신세계우방교실,010-8883-3625,경북 포항시 남구 인덕동 우방신세계1차아파트 101-106
오천용덕교실,054-292-7730,경북 포항시 남구 오천읍 용덕리
옥계세영리첼교실,1577-5105,산호대로 955세영리첼 301동201호
옥계우미린교실,1577-5105,"경북 구미시 해마루공원로 111 (옥계동, 구미옥계우미린)"
옥계우미린스카이교실,1577-5105,"경북 구미시 산호대로 925 (옥계동, 옥계우미린더스카이)"
옥동6주공교실,054-841-1705,경북 안동시 옥동6주공 상가 202호
옥동교실,01023559833,충북 진천군 덕산면 두촌리 2487
옥련동교실,032-833-4415,인천 연수구 옥련동
옥산교실,043-260-0305,충북 청원군 옥산면 오산리
옥산교실,053-266-7505,대구 북구 침산2동
옥산파크자이교실,010-3695-7147,충북 청주시 흥덕구 옥산면 오송가락로 1056 청주리버파크자이 109동 304호
옥스퍼드교실,063-247-0057,전북 전주시 덕진구 진버들3길3 2층
옥스포드교실,010-3665-0733,
옥암코아루교실,01051910055,전남 목포시 옥암동 1151-6
옥정제이드웰교실,1577-5105,경기 양주시 옥정동로 104
옥정푸르지오교실,1577-5105,
옥포 e편한 해법영어교실,010-9315-6864,거제시 옥포2동 (성산로 16) 동원상가 201호
온천마을교실,1577-5105,
올림학습관교실,010-6625-0575,김해시 김해대로361번길 34 진영코아루아파트
올수교실,054-855-3161,경북 안동시 평화동
와글교실,02-2667-0590,서울특별시 강서구 방화동
와이즈교실,1577-5105,경기 안성시 금산동
와튼교실,,
왕길신명교실,1577-5105,인천 서구 왕길동
외대신곡교실,031-985-0549,경기도 김포시 수기로
외대캠퍼스교실,02-960-0369,서울 동대문구 이문동 326010  3층
외대테솔교실,1577-5105,경기도 용인시 기흥구 언남동
외도부영교실,064-749-1294,제주특별자치도 제주시 우정로11길 18
용곡한라비발디교실,041-574-0509,충남 천안시 동남구 용곡동
용당하늘채교실,1577-5105,부산 남구 용당동
용두주공교실,062-430-0917,광주 북구 용두동
용문교실,1577-5105,
용산2교실,053-588-2595,대구 달서구 용산동
용산마스터교실,1577-5105,
용산엘리트교실,1577-5105,
용산탑클래스교실,1577-5105,대구 달서구 용산로
용암건영교실,1577-5105,충북 청주시 상당구 용암동 건영아파트 111동 105호
용암덕성그린교실,1577-5105,"충북 청주시 상당구 용암로 3 (용암동, 덕성그린타운)"
용암마을교실,1577-5105,경기 의정부시 용민로 429-39
용이푸르지오2차교실,1577-5105,
용인둔전교실,1577-5105,"경기 용인시 처인구 포곡읍 포곡로108번길 16 (둔전리, 라데팡스2차)"
용인엘리트교실,031-321-1954,"경기 용인시 처인구 중부대로 1303 (역북동, 기덕빌딩) 4층"
용전신동아교실,631-0509,용전동 신동아APT 상가2층
용현금호교실,010-9970-8805,인천 남구 용현5동
용현대림교실,1577-5105,인천 남구 용현동
용현현대교실,031-825-6029,경기도 의정부시 용현동
용호롯데낙천대교실,051-612-5902,부산광역시 남구 용호로231번길 62
용호엘리트교실,1577-5105,
용호예가교실,051-988-1538,
용호캠퍼스교실,051-612-0503,부산 남구 용호동
용화엘리트교실,용화엘리트,충남 아산시 용화동
우남교실,1577-5105,경기도 화성시 동탄대로시범길 276 시범우남퍼스트빌아파트 913동 402호
우남퍼스트교실,031-591-6393,"경기 남양주시 평내로 38 (평내동, 우남아파트) 우남아파트상가 2층 204호"
우리교실,041-555-3895,충남 천안시 서북구 쌍용동 주공9단지
우림교실,1577-5105,경기 화성시 남양동
우림교실,043-241-0501,
우만교실,1577-5105,경기도 수원시 팔달구 우만2동
우미린교실,1577-5105,강원 원주시 무실동
우민늘푸른교실,01086357915,서울 구로구 도림로20길 50
우방교실,031-235-1123,경기 화성시 안녕남로 246-21
우방하이디교실,010-2265-4722,포항시 북구 대안길 56 포항우방타운 116동 306호
우성1차교실,1577-5105,
우성교실,031-407-7049,경기도 안산시 상록구 본오동
우솔교실,1577-5105,서울 서초구 우면동 서울서초지구 A3BL LH상가 201호
우쌤교실,1577-5105,
우이유앤미교실,02-993-5005,서울특별시 강북구 수유동 409-3 1층
우장산교실,02-3661-0544,서울 강서구 내발산동
우현엘리트교실,1577-5105,경상북도 포항시 북구 우현동
운서공항교실,032-746-4760,인천 중구 운서동
운서교실,032-751-6709,인천 중구 신도시북로43번길 11
운암롯데캐슬교실,062-527-0582,광주광역시 북구 서강로54번길 30 광주운암동 우체국 2층
운양kcc교실,1577-5105,1577-5105
울산염포교실,052-287-0305,울산 북구 염포동 성원상떼빌
울진Judy교실,1577-5105,경북 울진군 울진읍 읍내7길 5 (읍내리)
원당교실,1577-5105,경기도 고양시 덕양구 주교동
원당동문교실,032-566-3749,인천 서구 당하동
원미현진교실,1577-5105,
원앙교실,042-545-0505,
원종교실,032-678-7811,경기도 부천시 오정구 원종동
원호푸르지오교실,054-473-4120,경상북도 구미시 들성로 121 푸르지오아파트 
원흥6단지교실,1577-5105,경기도 고양시 덕양구 도래울1로 57
월계성원교실,1577-5105,
월계주공2단지교실,1577-5105,서울 노원구 월계동
월드.우남교실,1577-5105,경기 화성시 반송동 월드반도@ 339동
월드교실,1577-5105,
월드반도교실,1577-5105,경기 화성시 반송동 월드반도@ 348동
월드스테이트교실,032-441-0511,인천 남구 주안6동
월배 현대2차교실,1577-5105,대구시 달서구 조암남로 182
월배이편한교실,010-5432-4256,"대구 달서구 월성로 132 (월성동, e편한세상 월배)"
월산영수교실,010-6604-8603,경상남도 김해시 월산로 111-43 드림피아상가 4층
월성조암교실,1577-5105,"대구 달서구 조암남로 24 (월성동, 태왕아너스 월성)"
월성휴포레교실,1577-5105,
월정교실,02-2698-5104,서울 강서구 화곡7동
월촌엘리트교실,1577-5105,대구광역시 달서구 월배로68길 53
월평진달래교실,1577-5105,대전 서구 월평동
월피교실,031-439-8928,경기도 안산시 상록구 월피동
월피한양교실,031-485-8771,경기도 안산시 상록구 월피동
웰메이드교실,033-532-6865,강원 동해시 효가동 동아더프라임아파트
웰빙교실,1577-5105,경기도 수원시 영통구 권광로
웰스교실,1577-5105,서울 중랑구 면목동
웰카운티교실,1577-5105,
위너교실,1577-5105,경기 수원시 권선구 금곡로73번길 71
위너스영어교실,070-4696-4929,경기 고양시 일산서구 가좌3로 45 201동 401호
위너스잉글리쉬교실,02-2216-2997,서울특별시 동대문구 장안동
위너스해법영어교실,1577-5105,충북 청주시 서원구 분평동 1200
위례광장학원,02-408-6635,위례광장로 200 에스비트램스퀘어904호
위례푸른교실,010-6768-7804,
위브하늘채교실,070-8808-0509,경기도 수원시 팔달구 화서동 743 화서위브하늘채 단지상가 203동 203호
위즈교실,1577-5105,서울 관악구 문성로 95 (신림동)
위즈덤교실,010-7511-3131,전남 순천시 해룡면 신대리 1968
위트교실,1577-5105,서울 강남구 역삼2동
윈스교실,1577-5105,경기 군포시 당정동 971-9
유가우미린교실,1577-5105,
유가제풍2차교실,1577-5105,
유가화성파크드림교실,1577-5105,
유가힐데스교실,1577-5105,
유강엘리트교실,1577-5105,
유능교실,031-901-0593,경기 고양시 일산동구 마두동 831-7
유성엘리트교실,1577-5105,
유앤아이교실,1577-5105,
유엠교실,1577-5105,서울 강남구 개포동
유천에이블교실,1577-5105,
유천엘리트교실,053-641-5665,대구광역시 달서구 비슬로 2734 대곡역 화성파크드림 위드
윤수학영어교실,1577-5105,3층
윤슬테솔교실,070-4809-2002,
율곡교실,033-644-8205,강원도 강릉시 율곡초교길 39번길 19-7  1층
율전동문굿모닝교실,031-296-0594,경기도 수원시 장안구 율전동 419번지 삼성아파트2단지상가 3층 306호
율정교실,1577-5105,경기 양주시 옥정동로 162
율하영어세상교실,1577-5105,"대구 동구 금호강변로3길 22 (율하동, 우방아이유쉘아파트) 상가1층"
율현교실,1577-5105,경기도 수원시 팔달구 정자천로 32번길 27
으뜸교실,01020630579,"전남 순천시 해룡면 신대로 96 (신대리, 중흥에스-클래스3단지)"
은빛11단지교실,1577-5105,경기 고양시 덕양구 화정동
은빛교실,1577-5105,광주 광산구 수완동
은천교실,02-871-2595,서울 관악구 인헌동(봉천11동)
은천중앙교실,02-878-5105,서울 관악구 봉천동 1718 벽산블루밍상가 407호
은평 뉴타운진관교실,02-352-3646,서울특별시 은평구 진관4로 48-17 은평뉴타운상림마을 709동 상가111호
은평 예일교실,02-355-2805,서울 은평구 연서로18길 3 (대조동)  5층
은평뉴타운엘리트교실,02-388-1130,서울시 은평구 진관3로
은평메트로프라자교실,01096879415,서울 은평구 진관2로 15-46
은평천사교실,1577-5105,서울 은평구 역촌동
은평초교실,010-3248-7972,
은하수교실,1577-5105,경기도 안양시 만안구 안양7동
은행교실,031-311-1630,경기도 시흥시 은행동
읍내우방교실,010-5122-7095,대구 북구 읍내동 533번지
읍내현대교실,042-634-0579,
응봉현대교실,1577-5105,서울 성동구 응봉동
응암 프랜즈교실,1577-5105,서울특별시 은평구 응암동 339-12
의사대교실,1577-5105,
의왕청계교실,1577-5105,
의정부지사직영,1577-5105,경기 의정부시 부용로 105
이도교실,064-755-2711,제주특별자치도 제주시 구남로4길 8-11
이동엘리트교실,1577-5105,
이동진해법영어교실,1577-5105,경상남도 진주시 창렬로74번길 8
이든학원,051-891-5105,"부산시 부산진구 부암동 724-2, 8층"
이레어학원교실,043-903-0509,충북 청주시 흥덕구 가경동
이로교실,061-274-0579,전남 목포시 용해동
이로운해법영어교실,033-644-0582,강원도 강릉시 가작로 71 부영6단지아파트 상가 2층 205호
이룸교실,1577-5105,847-4번지  일곡센터빌딩 5층
이메진교실,1577-5105,대구광역시 북구 사수동
이삭교실,1577-5105,경기 포천시 소흘읍 송우리
이서에코르교실,1577-5105,"이서면 용서리 782-1, 1동 401호"
이선생교실,055-329-6222,김해시 구산동 백조 아파트 주상가 2층
이수탑교실,1577-5105,서울 서초구 청두곶2길 3 1층
이안교실,1577-5105,경북 안동시 송현동
이엠교실,032-431-4004,경기도 시흥시 옥터로 44
이엠영어교실,1577-5105,
이엠플러스 스카이해법교실,1577-5105,
이지2차교실,1577-5105,
이지3차교실,1577-5105,이지더원3차상가 321-304
이지교실,031-574-6695,경기도 남양주시 광릉내로 104 761-2번지 2층
이지교실,1577-5105,동탄2 이지더원 아파트
이지스터디교실,010-2012-2971,충북 청주시 상당구 용암동 1592-3
